<NUMBER OF ZONES> 1
<NUMBER OF NODES> 14617
<FIRST THRU NODE> 1
<NUMBER OF LINKS> 28376
<END OF METADATA>
~ Init/Term/Cap/Length/FreeFlowTime/B=0.15/Power=4/Speed limit/Toll/Type
1	13899	8800	475.76828664684416	19.350242672888502	0.15	4	24.5872	0	motorway;
2	11927	3600	142.27186571700923	12.730123990426739	0.15	4	11.176	0	secondary;
2	11679	3600	89.306772742354653	7.9909424429451192	0.15	4	11.176	0	secondary;
3	7177	900	865.07883352951194	77.40504952841016	0.15	4	11.176	0	secondary;
3	7288	900	25.329011192694903	2.2663753751516555	0.15	4	11.176	0	secondary;
4	7802	3600	97.855428368171104	8.7558543636516735	0.15	4	11.176	0	secondary;
4	9469	1800	437.31776283780999	27.950056424341064	0.15	4	15.6464	0	motorway_link;
4	9374	3600	757.59659945969042	67.787813122735358	0.15	4	11.176	0	secondary;
5	14282	11000	296.38411419453553	10.19988279123312	0.15	4	29.0576	0	motorway;
6	5	11000	83.014252148440008	2.8568860521323165	0.15	4	29.0576	0	motorway;
7	6697	3600	167.49124952699964	8.3259389926330041	0.15	4	20.1168	0	motorway_link;
8	929	8800	1082.8571566103788	37.265884195886059	0.15	4	29.0576	0	motorway;
9	13185	900	1072.1276937155242	119.91406738944214	0.15	4	8.9408	0	tertiary;
9	1735	3600	96.361686546878843	8.6221981520113502	0.15	4	11.176	0	secondary;
9	3374	3600	149.81465995886211	13.405033997750726	0.15	4	11.176	0	secondary;
10	14481	1800	30.366981470472144	1.9408286551840772	0.15	4	15.6464	0	motorway_link;
11	8388	2000	9.2366582025106805	0.45915146556662489	0.15	4	20.1168	0	primary;
11	1496	3600	159.05162570181102	7.9064078631696395	0.15	4	20.1168	0	motorway_link;
12	3787	1800	30.417996242486382	1.944089135039778	0.15	4	15.6464	0	motorway_link;
12	9402	1800	30.421405775770445	1.9443070467181234	0.15	4	15.6464	0	motorway_link;
13	3481	8800	416.86525517208901	14.346169510630231	0.15	4	29.0576	0	motorway;
14	5139	900	322.17188248626923	28.827119048520867	0.15	4	11.176	0	secondary;
15	5905	1800	94.768601012042865	6.0568949414589213	0.15	4	15.6464	0	motorway_link;
15	8715	1800	88.629168362726944	5.6645086641481068	0.15	4	15.6464	0	motorway_link;
16	5156	1800	56.764554512972509	3.6279626312105346	0.15	4	15.6464	0	motorway_link;
17	16	1800	114.66236013896091	7.3283541350701062	0.15	4	15.6464	0	motorway_link;
18	4592	4500	177.41335621285114	19.843118760385106	0.15	4	8.9408	0	tertiary;
18	12629	900	366.78208812965437	41.023408210636006	0.15	4	8.9408	0	tertiary;
18	14566	4500	1386.3153357002409	155.05495433297256	0.15	4	8.9408	0	tertiary;
19	4585	900	92.391207673445194	8.2669298204585893	0.15	4	11.176	0	secondary;
19	8143	1800	38.250348557417631	2.4446740820519501	0.15	4	15.6464	0	motorway_link;
20	1728	1800	296.8554479740805	18.972763573351092	0.15	4	15.6464	0	motorway_link;
20	7840	1800	323.13266869760452	20.65220553594466	0.15	4	15.6464	0	motorway_link;
21	7161	900	41.299907179800343	4.6192630614486783	0.15	4	8.9408	0	tertiary;
21	3559	900	310.13485123422714	34.687595207836786	0.15	4	8.9408	0	tertiary;
22	3682	900	546.60256618485096	61.135755881448077	0.15	4	8.9408	0	tertiary;
22	13643	900	451.93859227478572	25.273945970986141	0.15	4	17.8816	0	secondary;
22	5956	900	446.9057162493383	24.992490395117795	0.15	4	17.8816	0	secondary;
23	6412	8800	160.4075129237302	5.5203290334965791	0.15	4	29.0576	0	motorway;
23	12015	1800	406.06074840746078	25.95234356832631	0.15	4	15.6464	0	motorway_link;
24	10505	900	484.88289210450307	54.232606937243098	0.15	4	8.9408	0	tertiary;
24	9230	900	406.24971048076065	45.437736050550363	0.15	4	8.9408	0	tertiary;
24	14111	900	74.591629356193835	8.3428361395170274	0.15	4	8.9408	0	tertiary;
25	7400	900	152.5881599525238	22.755332849040176	0.15	4	6.7056	0	primary_link;
